# headword(s) / original English example / Chinese translation
enquire|enquiry	I called to enquire about the course, and my enquiry was answered quickly.	我打电话询问课程，很快就得到了答复。
esteem	Her colleagues hold her in high esteem.	她的同事们都非常尊重她。
evaluate	We need to evaluate the results before making changes.	我们需要先评估结果再作调整。
exclusive	The reporter obtained an exclusive interview with the director.	记者获得了对这位导演的独家专访。
exemplify	These two projects exemplify the benefits of teamwork.	这两个项目体现了团队合作的好处。
exert	Parents can exert a strong influence on children's habits.	父母能对孩子的习惯产生很大影响。
expand	The bakery plans to expand into the empty shop next door.	面包店计划扩展到隔壁的空店铺。
explicit	The guide gives explicit instructions for using the machine.	指南提供了清楚明确的机器使用说明。
facilitate	A shared calendar can facilitate cooperation between teams.	共享日历有助于团队之间的合作。
feasible	The plan is feasible within our current budget.	这项计划在我们现有预算内可行。
fiscal	The company expects higher sales in the next fiscal year.	公司预计下个财政年度的销售额会更高。
flexible	Flexible working hours help parents collect their children from school.	灵活的工作时间方便家长接孩子放学。
fluctuate	Food prices often fluctuate with the seasons.	食品价格常随季节波动。
fuse	A broken fuse stopped the heater from working.	保险丝断了，导致暖气无法工作。
hazard	Water on the stairs is a serious safety hazard.	楼梯上的积水是严重的安全隐患。
icon	Tap the speaker icon to hear the word.	点击扬声器图标即可听到单词发音。
identical	The twins wore identical jackets to the party.	这对双胞胎穿着完全相同的夹克参加聚会。
illiterate|literacy	The literacy classes help illiterate adults learn to read.	识字班帮助不识字的成年人学习阅读。
immerse	Immerse the cloth in warm water for a minute.	把布浸入温水中一分钟。
impair	Lack of sleep can impair your ability to concentrate.	缺觉会削弱你的注意力。
impart	The workshop aims to impart practical skills to new staff.	这次培训旨在向新员工传授实用技能。
incentive	A small reward can be an incentive to keep practising.	小小的奖励可以成为坚持练习的动力。
incline	I incline to the view that we should wait.	我倾向于认为我们应该等一等。
incur	Late payments may incur an additional charge.	迟付款可能产生额外费用。
indulge	On Sundays, she likes to indulge in a long breakfast.	星期天，她喜欢尽情享受一顿慢慢吃的早餐。
infrastructure	The town needs better roads and other basic infrastructure.	这个小镇需要更好的道路和其他基础设施。
inject	The nurse will inject the medicine into his arm.	护士会把药注射到他的手臂上。
intact	Despite the fall, the glass bottle remained intact.	尽管掉在地上，玻璃瓶仍完好无损。
intuition	Her intuition told her that something was wrong.	她的直觉告诉她有些不对劲。
invalid	An expired ticket is invalid for this journey.	过期车票不能用于此次行程。
legacy	The library is part of the writer's lasting legacy.	这座图书馆是那位作家留下的长久遗产的一部分。
liability	The contract limits the company's liability for accidental damage.	合同限制了公司对意外损坏承担的责任。
liberate	The campaign aimed to liberate the prisoners.	这场运动旨在解救囚犯。
lure	Low prices lure shoppers into the new store.	低价吸引顾客走进新商店。
magnify	Use this lens to magnify the tiny letters.	用这片镜片放大那些小字。
manipulate	The report used selected figures to manipulate public opinion.	这份报告利用挑选过的数据操纵舆论。
masculine	The article questions traditional ideas about masculine behaviour.	文章质疑了关于男性行为的传统观念。
mechanical	A mechanical fault caused the lift to stop.	机械故障导致电梯停止运行。
merit	Her suggestion has merit and deserves careful consideration.	她的建议有价值，值得认真考虑。
migrate	These birds migrate south when winter approaches.	冬季临近时，这些鸟向南迁徙。
mock	It is unkind to mock someone for making mistakes.	嘲笑别人的错误是不友善的。
monitor	The nurse will monitor his temperature through the night.	护士会整夜监测他的体温。
morality	The class discussed the morality of lying to protect a friend.	课堂上讨论了为保护朋友而撒谎的道德问题。
mortgage	They took out a mortgage to buy their first home.	他们办理按揭贷款购买了第一套住房。
motivate	Clear goals help motivate students to keep learning.	明确的目标有助于激励学生坚持学习。
nationality	The form asks for your name and nationality.	表格要求填写姓名和国籍。
navigation	The driver uses satellite navigation to find the hotel.	司机使用卫星导航寻找旅馆。
negligible	The repair made a negligible difference to the total cost.	这次维修对总费用的影响微不足道。
notable	One notable improvement is the reduction in waiting time.	一个显著的改进是等候时间缩短了。
notify	Please notify us if your address changes.	如果地址变更，请通知我们。
notion	She rejected the notion that talent alone guarantees success.	她不认同仅靠天赋就能保证成功的观念。
numerical	The report includes a numerical comparison of the two plans.	报告包含两个方案的数字比较。
overflow	Turn off the tap before the bath begins to overflow.	浴缸开始溢水前，把水龙头关掉。
overhaul	The workshop will overhaul the old engine this week.	维修车间这周会大修那台旧发动机。
obedience	The trainer rewarded the dog's obedience with a treat.	训练员给狗零食，奖励它的服从。
omit	Do not omit your contact number from the form.	不要漏填表格上的联系电话。
opt	You can opt for a shorter course if time is limited.	如果时间有限，你可以选择较短的课程。
originate	Many misunderstandings originate in unclear instructions.	许多误解源于不清楚的说明。
outrage	The sudden closure of the hospital caused public outrage.	医院突然关闭引发了公众的愤怒。
paradox	It is a paradox that more choices can make decisions harder.	选择越多反而越难决定，这是一种悖论。
pension	Her pension covers rent and basic living costs.	她的养老金足以支付房租和基本生活费。
perceive	Some people perceive silence as a sign of disagreement.	有些人把沉默看作不同意的信号。
plague	Small errors continue to plague the new booking system.	小错误持续困扰着新的预订系统。
plead	The children plead with their parents to stay longer.	孩子们恳求父母再多待一会儿。
portion	She saved a small portion of her lunch for later.	她留了一小部分午饭晚点再吃。
poverty	Education can help families escape poverty.	教育可以帮助家庭摆脱贫困。
predecessor	The new manager continued the work of her predecessor.	新经理继续了前任的工作。
preside	The chair will preside over tomorrow's meeting.	主席将主持明天的会议。
presume	Do not presume that everyone agrees with you.	不要想当然地认为每个人都同意你。
prevalent	This belief is still prevalent in many communities.	这种观念在许多社区仍很普遍。
priority	Finishing the safety checks is our first priority.	完成安全检查是我们的首要任务。
proficiency	The job requires proficiency in both English and Chinese.	这份工作要求熟练掌握中英文。
profound	The visit had a profound effect on her career plans.	这次访问对她的职业规划产生了深远影响。
promote	The school uses group projects to promote cooperation.	学校通过小组项目促进合作。
propel	A small electric motor can propel the boat.	一台小电动机就能推动这艘船。
proportion	A large proportion of the budget goes to transport.	预算中有很大一部分用于交通。
prospective	The agent showed the house to prospective buyers.	中介带潜在买家参观了房子。
pursuit	Her pursuit of knowledge continued long after graduation.	毕业多年后，她仍在追求知识。
qualification	This qualification allows her to work as a teacher.	这项资格使她能够从事教师工作。
quota	Each team has a monthly sales quota.	每个团队都有每月销售配额。
radical	The company needs a radical change in management.	这家公司需要在管理上进行彻底变革。
rebel	The rebel refused to obey the new ruler.	那名反叛者拒绝服从新统治者。
recession	Many small shops closed during the recession.	经济衰退期间，许多小商店关门了。
reckless	His reckless driving put other people in danger.	他鲁莽的驾驶让别人陷入危险。
recruit	The hospital hopes to recruit more nurses this year.	医院希望今年招收更多护士。
reflect	The results reflect the effort she put into revision.	这些成绩反映了她在复习中付出的努力。
reinforce	Workers will reinforce the bridge before winter.	工人将在冬季到来前加固桥梁。
relay	Please relay this message to the night shift.	请把这条消息转达给夜班人员。
reluctant	He was reluctant to leave his old neighbourhood.	他不情愿离开熟悉的老街区。
resident	Every resident received a notice about the water supply.	每位居民都收到了关于供水的通知。
restore	The team hopes to restore the damaged painting.	团队希望修复那幅受损的画。
retain	Short reviews help you retain new vocabulary.	简短的复习帮助你记住新词汇。
revolt	High taxes led to a revolt among the farmers.	高税收引发了农民的反抗。
revive	A short walk helped revive her energy.	短暂散步帮助她恢复了精神。
rigid	The rigid rules left no room for exceptions.	死板的规则没有给例外留下余地。
ritual	Making tea is part of his evening ritual.	泡茶是他每晚的固定习惯之一。
rotate	Rotate the handle slowly to open the valve.	慢慢转动把手打开阀门。
routine	A daily reading routine helps her stay focused.	每天固定阅读的习惯帮助她保持专注。
rural	The programme brings internet access to rural schools.	这项计划为乡村学校提供网络连接。
ruthless	The ruthless employer fired staff without warning.	那个无情的雇主毫无预告就解雇了员工。
skeptical	She remained skeptical until she saw the evidence.	直到看到证据，她才不再怀疑。
scheme	The council introduced a scheme to support local shops.	市政委员会推出了一项扶持本地商店的计划。
sentiment	The survey measures public sentiment about the new policy.	调查衡量公众对新政策的看法。
shield	The trees shield the house from strong winds.	树木保护房屋免受强风侵袭。
sightseeing	We spent the afternoon sightseeing in the old town.	我们下午在老城区观光。
simplify	Pictures can simplify the explanation of a difficult process.	图片可以简化对复杂过程的讲解。
sovereign	The island became a sovereign state after independence.	这个岛在独立后成为主权国家。
specific	Please give a specific example to explain your point.	请举一个具体例子来说明你的观点。
spectacle	The fireworks created a colourful spectacle above the river.	烟花在河上空形成了绚丽的景象。
spiritual	Music gave her spiritual comfort during a difficult time.	音乐在困难时期给了她心灵上的慰藉。
spouse	Employees may bring their spouse to the dinner.	员工可以携配偶参加晚宴。
status	You can check the status of your order online.	你可以在线查询订单状态。
stimulate	The teacher used questions to stimulate discussion.	教师用提问来促进讨论。
striking	There is a striking difference between the two photographs.	这两张照片之间有显著差异。
subordinate	Safety must not be subordinate to profit.	安全不能从属于利润。
subsidy	The farm received a subsidy to buy new equipment.	农场获得了购买新设备的补贴。
successive	The team won three successive matches.	这个团队连续赢了三场比赛。
surplus	The shop donated its surplus food to a local charity.	商店把多余的食物捐给了当地慈善机构。
systematic	A systematic review of mistakes can improve your learning.	系统地回顾错误可以改善学习效果。
tedious	Checking hundreds of similar forms is tedious work.	检查数百张相似的表格是单调乏味的工作。
tentative	We made a tentative plan that may change later.	我们制定了一份之后可能调整的初步计划。
theoretical	The course combines theoretical knowledge with practical work.	这门课程把理论知识和实际工作结合起来。
threshold	The noise level has passed the acceptable threshold.	噪声水平已经超过可接受的界限。
thrive	These plants thrive in warm, damp conditions.	这些植物在温暖潮湿的环境中茁壮成长。
tolerant	A good teacher is tolerant of beginners' mistakes.	好教师能够宽容初学者的错误。
toll	Drivers must pay a toll to use this bridge.	司机使用这座桥必须支付通行费。
toxic	The workers wear masks when handling toxic chemicals.	工人处理有毒化学品时戴口罩。
trait	Patience is a useful trait for a teacher.	耐心是教师很有用的一种品质。
transaction	Keep the receipt as proof of the transaction.	请保留收据作为交易凭证。
transform	A few trees can transform an empty courtyard.	几棵树就能改变一个空荡庭院的面貌。
transmit	The device can transmit data without wires.	这台设备能以无线方式传输数据。
transparent	The transparent box lets you see what is inside.	透明盒子让你能看到里面的东西。
tremendous	The volunteers made a tremendous effort to help.	志愿者付出了极大的努力来提供帮助。
trigger	Even a small spark can trigger a fire.	即使一颗小火星也可能引起火灾。
undergraduate	She is an undergraduate studying environmental science.	她是一名学习环境科学的本科生。
underlie	Poor communication may underlie these repeated failures.	沟通不畅可能是这些反复失败的根本原因。
underlying	We need to identify the underlying cause of the problem.	我们需要找出这个问题的根本原因。
undermine	Repeated delays undermine customers' trust in the service.	反复延误会损害顾客对服务的信任。
utilize	The school can utilize empty rooms for evening classes.	学校可以利用空教室开设夜间课程。
venture	Their first business venture was a small cafe.	他们的第一项创业尝试是一家小咖啡馆。
verdict	The jury reached a verdict after a long discussion.	陪审团经过长时间讨论后作出了裁决。
virtue	Honesty is a virtue that the school values highly.	诚实是学校非常重视的一种美德。
vulnerable	Young trees are vulnerable to strong winds.	小树容易受到强风的损害。
workout	A short workout helps her relax after work.	下班后短暂锻炼有助于她放松。
worthwhile	Helping one student made the whole trip worthwhile.	帮助到一个学生就让整趟旅程变得值得。
academy	The academy offers evening courses for working adults.	这所学院为在职成年人开设夜间课程。
accelerate	The new road will accelerate the delivery of fresh food.	新道路将加快新鲜食品的配送。
abide	All visitors must abide by the museum's rules.	所有参观者都必须遵守博物馆的规定。
accessory	A small bag is a useful accessory for this outfit.	一个小包是这套衣服实用的配饰。
acclaim	The young director received international acclaim for her first film.	这位年轻导演凭借首部电影赢得了国际赞誉。
administer	The local council will administer the new housing fund.	当地议会将管理这笔新的住房基金。
activate	Press the green button to activate the alarm.	按绿色按钮启动警报器。
adolescent	The clinic offers advice to adolescent patients and their families.	这家诊所为青少年患者及其家庭提供建议。
acute	He went to hospital because of acute stomach pain.	他因为急性胃痛去了医院。
aftermath	Families needed shelter in the aftermath of the flood.	洪灾过后，各家各户需要住所。
advent	The advent of online classes changed how adults learn.	在线课程的出现改变了成年人的学习方式。
aggravate	Loud music can aggravate an already painful headache.	大声的音乐会加重已经很难受的头痛。
agitate	Gently agitate the bottle to mix the contents.	轻轻摇动瓶子，使里面的东西混合。
agony	Waiting for news of the missing child was agony.	等待失踪孩子的消息让人备受煎熬。
affiliate	The local bank is an affiliate of a larger financial group.	这家本地银行是一家大型金融集团的附属机构。
alongside	A narrow path runs alongside the river.	一条狭窄小路沿着河边延伸。
alter	We may need to alter the schedule after the meeting.	会后我们可能需要调整日程。
alternate	The two nurses alternate between day and night shifts.	两名护士轮流上白班和夜班。
altitude	The air becomes thinner as the plane gains altitude.	随着飞机高度上升，空气变得稀薄。
ambiguous|clarity	The ambiguous message lacked clarity about the meeting time.	这条含混的消息没有明确说明开会时间。
ambitious	Building a library in every village is an ambitious plan.	在每个村庄建图书馆是一个雄心勃勃的计划。
amplify	The microphone can amplify even a quiet voice.	麦克风连微弱的声音也能放大。
analysis	Her analysis of the survey revealed an unexpected trend.	她对调查的分析揭示了一个意外趋势。
ancestor	A photograph of her ancestor hangs above the fireplace.	壁炉上方挂着她一位祖先的照片。
anxiety	Preparing early reduced his anxiety about the interview.	提前准备减轻了他对面试的焦虑。
approximate	The map shows the approximate location of the campsite.	地图标出了营地的大致位置。
applause	The speaker smiled as the room filled with applause.	满屋响起掌声时，演讲者微笑了。
appliance	Unplug the appliance before you clean it.	清洁电器前先拔掉插头。
arouse|curiosity	The strange sound began to arouse the children's curiosity.	奇怪的声音开始激起孩子们的好奇心。
array	The shop offers an array of locally made gifts.	这家商店提供各种各样的本地手工礼品。
ascend|descend	We ascend the hill in daylight and descend before dark.	我们白天上山，在天黑前下山。
ascribe	Do not ascribe every mistake to carelessness.	不要把每个错误都归因于粗心。
assault	The guard reported an assault outside the station.	保安报告了车站外的一起袭击。
assert	The researchers assert that the evidence supports their conclusion.	研究人员明确表示，证据支持他们的结论。
auction	The painting will be sold at an auction next week.	这幅画将于下周在拍卖会上出售。
assurance|assure	I assure you that the written assurance still applies.	我向你保证，那份书面担保仍然有效。
audio|aural	The audio exercise is designed to develop aural skills.	这个音频练习旨在培养听觉技能。
audit	An independent audit found errors in the accounts.	一次独立审计发现了账目中的错误。
augment	The volunteers will augment the existing rescue team.	志愿者将充实已有的救援队伍。
attain	Regular practice helps students attain their learning goals.	经常练习帮助学生达到学习目标。
automatic|automation	Automation allows the machine to perform an automatic safety check.	自动化使机器能够进行自动安全检查。
autonomy	The team has enough autonomy to choose its own methods.	团队有足够的自主权选择自己的方法。
avail	We tried to repair the old phone, but to no avail.	我们试着修理旧手机，却毫无成效。
avert	Quick action helped avert a serious accident.	迅速采取行动帮助避免了一场严重事故。
award	The university will award a prize for the best essay.	大学将为最佳文章颁奖。
barren|fertile	The once barren field became fertile after years of careful work.	经过多年精心耕作，曾经贫瘠的田地变得肥沃。
batch	The baker put a fresh batch of bread in the oven.	面包师把新一批面包放进了烤箱。
beam	A beam of sunlight fell across the desk.	一束阳光照在桌面上。
beneficial|benefit	Regular walks are beneficial and offer a clear health benefit.	经常散步是有益的，能带来明显的健康益处。
beware	Beware of loose stones on this path.	小心这条路上的松动石块。
blank	Leave the last box blank if it does not apply.	如果不适用，请把最后一个方框留空。
bleak	The factory closure left the town with a bleak future.	工厂关闭让小镇的前景暗淡。
blueprint	The architect spread the blueprint across the table.	建筑师把蓝图铺在桌子上。
blunder	Sending the letter to the wrong client was a costly blunder.	把信寄错客户是一个代价高昂的错误。
blunt	The blunt knife could not cut through the bread.	那把钝刀切不开面包。
bonus|boost	The manager offered a bonus to boost staff motivation.	经理提供奖金来提高员工的积极性。
boycott	Some customers chose to boycott the store after the scandal.	丑闻发生后，一些顾客选择抵制这家商店。
breach	Sharing the password is a breach of the security rules.	共享密码违反了安全规定。
breakdown	A breakdown of the bus delayed everyone on board.	公共汽车故障耽误了车上的所有人。
brief	The guide gave a brief introduction before the tour.	参观前，导游作了简短介绍。
bronze	A bronze statue stands at the entrance to the park.	公园入口处矗立着一座青铜雕像。
browse|catalog	You can browse the catalog before placing an order.	下单前你可以浏览产品目录。
burden	The extra rent became a heavy burden on the family.	额外的房租成了这个家庭的沉重负担。
bypass	The new road allows trucks to bypass the town centre.	新道路让卡车可以绕过镇中心。
campaign	The school launched a campaign to reduce food waste.	学校发起了一场减少食物浪费的活动。
career	The training opened up a new career in design.	这次培训开辟了一条新的设计职业道路。
carrier	The carrier agreed to deliver the furniture on Friday.	承运方同意周五送家具。
casual	A casual comment led to a serious discussion.	一句不经意的话引发了一场认真讨论。
catastrophe	Better warning systems can reduce the damage from a catastrophe.	更好的预警系统可以减轻灾难造成的损失。
category	Put each receipt into the correct spending category.	把每张收据归入正确的支出类别。
caution|cautious	A cautious driver approaches a busy crossing with caution.	谨慎的司机会小心驶近繁忙路口。
certainty	We cannot predict next month's weather with certainty.	我们无法确定地预测下个月的天气。
certificate	She received a certificate after completing the training.	完成培训后，她获得了合格证书。
challenge	Finding enough time to study is a daily challenge.	找到足够的学习时间是每天面临的挑战。
characterise	Long dry summers characterise the climate of this region.	漫长而干燥的夏季是这个地区气候的特征。
chart	The chart shows how sales changed over the year.	图表显示了全年销售额的变化。
cherish	She continues to cherish the letters from her grandfather.	她一直珍藏着祖父寄来的信。
chronic	The clinic supports patients living with chronic pain.	诊所帮助长期遭受慢性疼痛的患者。
circular|circulate	Water can circulate through the circular pipe system.	水可以在环形管道系统中循环。
cite	You should cite the original research in your report.	你应该在报告中引用原始研究。
civilise	The old rulers claimed they would civilise the region.	旧统治者声称他们会教化这个地区。
classic	This film is a classic that still attracts young viewers.	这部电影是经典之作，如今仍吸引着年轻观众。
clause	The teacher asked us to underline the final clause.	老师让我们给最后一个从句画下划线。
client	The designer showed the first drawing to her client.	设计师把第一幅草图给客户看了。
cluster	A cluster of small houses stood near the lake.	湖边有一片小房子。
clutch	The child continued to clutch his mother's hand.	孩子一直紧握着母亲的手。
cognitive	The game tests memory and other cognitive abilities.	这个游戏测试记忆和其他认知能力。
coherent	Your essay needs a coherent argument from beginning to end.	你的文章需要从头到尾合乎逻辑的论证。
collaborate|cooperate	Researchers collaborate on the study and cooperate with local schools.	研究人员合作开展研究，并与当地学校配合。
commend	The principal will commend the students for their honesty.	校长将表扬学生们的诚实。
companion	Her dog has been a faithful companion for years.	她的狗多年来一直是忠实的伙伴。
comparable	The two hotels offer comparable rooms at similar prices.	两家旅馆以相近的价格提供类似的客房。
comply|compulsory	All staff must comply with the compulsory safety rules.	所有员工都必须遵守强制性的安全规定。
component|composite	Each component contributes to the strength of the composite material.	每种成分都有助于增强这种复合材料的强度。
compose	She likes to compose music in the early morning.	她喜欢在清晨作曲。
concede	He had to concede that her solution was better.	他不得不承认她的解决方案更好。
concept	The teacher used a picture to explain the new concept.	教师用一幅图解释这个新概念。
conquer	Regular practice helped her conquer her fear of public speaking.	经常练习帮助她克服了公开演讲的恐惧。
conquest	The book describes the conquest of the island.	这本书描述了对该岛的征服。
consensus	The group reached a consensus after discussing every option.	小组讨论了所有选择后达成了共识。
consequently	The road was flooded; consequently, the bus took another route.	道路被淹了，因此公交车改走另一条路线。
conservation	The park teaches visitors about wildlife conservation.	公园向游客介绍野生动物保护知识。
constrain	A limited budget can constrain the size of a project.	有限的预算会限制项目的规模。
contend	Several teams will contend for the national title.	几支队伍将争夺全国冠军。
continuous	The machine needs a continuous supply of clean water.	这台机器需要不间断的清洁水供应。
contrast	The photographs reveal a sharp contrast between the two streets.	这些照片展现了两条街之间的鲜明对比。
convict	A court needs reliable evidence to convict a defendant.	法院需要可靠证据才能判定被告有罪。
core	Trust is at the core of a good working relationship.	信任是良好工作关系的核心。
coronavirus	The researchers studied how the coronavirus spreads between people.	研究人员研究了冠状病毒如何在人与人之间传播。
corporate	The meeting focused on corporate responsibility toward local communities.	会议关注企业对当地社区的责任。
corrupt	The investigation exposed a corrupt official.	调查揭露了一名贪污的官员。
costume	The actor changed into a new costume for the final scene.	演员为最后一幕换上了新的戏服。
costly	Replacing the whole roof would be a costly repair.	更换整个屋顶是一项昂贵的维修。
courtyard	Neighbours gathered in the courtyard for an evening meal.	邻居们聚在庭院里吃晚饭。
craft|creative	The craft workshop encourages children to be creative.	手工工坊鼓励孩子发挥创造力。
cripple	A long power cut could cripple the factory's production.	长时间停电可能使工厂生产瘫痪。
crisp	The apples stayed crisp after a week in the fridge.	苹果在冰箱里放了一周仍很脆。
criterion	Reliability is the most important criterion when choosing this equipment.	选择这种设备时，可靠性是最重要的标准。
criticise	It is easy to criticise a plan without offering an alternative.	不提出替代办法就批评一项计划很容易。
crude	He drew a crude map to show us the route.	他画了一张粗略地图来给我们指路。
cue	The bell is our cue to begin the performance.	铃声是我们开始表演的信号。
culminate	Months of practice will culminate in a public concert.	数月的练习将以一场公开音乐会达到高潮。
cultivate	The school tries to cultivate a love of reading.	学校努力培养学生对阅读的热爱。
cunning	The thief used a cunning trick to distract the guard.	窃贼用狡猾的伎俩分散了保安的注意力。
curb	The city introduced measures to curb traffic noise.	城市采取措施控制交通噪声。
currency	You can exchange your currency at the airport.	你可以在机场兑换货币。
dairy	Milk and cheese are common dairy products.	牛奶和奶酪是常见的乳制品。
damn	Damn, I left my keys on the kitchen table.	该死，我把钥匙落在厨房桌上了。
database	The database stores the names of all registered members.	数据库储存了所有注册会员的姓名。
dazzle	Bright headlights can dazzle drivers at night.	明亮的车灯会让夜间行驶的司机目眩。
dealer	The art dealer examined the painting before buying it.	艺术品商人在购买那幅画前进行了检查。
decade	The village has changed greatly over the past decade.	过去十年，这个村庄发生了很大变化。
decisive	Her final goal gave the team a decisive victory.	她最后的进球让球队取得了决定性的胜利。
decree	The king issued a decree limiting taxes on grain.	国王颁布法令，限制粮食税。
deduce	We can deduce the time of the accident from the records.	我们可以从记录中推断事故发生的时间。
deduct	The shop will deduct the delivery charge from your refund.	商店会从退款中扣除配送费。
defer	They decided to defer the repairs until next month.	他们决定把维修推迟到下个月。
deficiency	The doctor identified a deficiency of iron in her diet.	医生发现她的饮食中缺铁。
delicate	Handle the delicate glass ornaments with care.	小心拿放这些精致的玻璃饰品。
dense	The hikers could barely see through the dense fog.	徒步者几乎看不透浓雾。
dental	Regular dental checks can reveal problems early.	定期牙科检查可以早期发现问题。
depict	The painting uses warm colours to depict village life.	这幅画用暖色描绘乡村生活。
descendant	She is a descendant of the family that built this house.	她是建造这所房屋的那个家族的后人。
descent	The plane began its descent toward the airport.	飞机开始朝机场下降。
detach	Detach the bottom part of the form and keep it.	撕下表格的下半部分并保留。
detect	The sensor can detect smoke before you can smell it.	传感器能在你闻到烟味之前检测到烟雾。
deviate	Do not deviate from the marked path in the forest.	在森林里不要偏离有标记的小路。
devise	The team must devise a way to reduce waste.	团队必须想出减少浪费的办法。
diagram	The diagram shows how water moves through the system.	图表展示了水如何在系统中流动。
dictation	During dictation, listen carefully before writing each sentence.	听写时，先仔细听，再写下每个句子。
digest	Take a moment to digest the information before answering.	回答前，花点时间理解这些信息。
dimension	Measure each dimension of the box before packing it.	打包前测量盒子的每个尺寸。
diminish	The noise began to diminish as the train moved away.	随着火车远去，噪声开始减弱。
diploma	She received her diploma at the graduation ceremony.	她在毕业典礼上拿到了毕业文凭。
discard	Discard any food that has clearly gone bad.	丢弃任何明显变质的食物。
discharge	The hospital plans to discharge the patient tomorrow.	医院计划明天让病人出院。
discipline	Daily revision requires patience and self-discipline.	每天复习需要耐心和自律。
discourse	The article examines how public discourse shapes attitudes toward work.	文章探讨了公共话语如何塑造人们对工作的态度。
dismay	To her dismay, the only copy of the file was missing.	令她沮丧的是，文件的唯一副本不见了。
dismiss	The company may dismiss employees who repeatedly ignore safety rules.	公司可能解雇屡次无视安全规定的员工。
displace	New machines may displace some forms of manual labour.	新机器可能取代某些形式的体力劳动。
